"name";"code";level2Code;"level3Code";"code_fichier";"nom_fichier";"date_fin";"description_operation";"bank_statement_file_format"
"Branch Deposit";"PMNT";CNTR;"BCDP";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Branch Withdrawl";"PMNT";"CNTR";BCWD;"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Cash Deposit";"PMNT";"CNTR";"CDPT";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Cash Withdrawal";"PMNT";"CNTR";"CWDL";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Charges (Generic)";"PMNT";"CNTR";"CHRG";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Check Deposit";"PMNT";"CNTR";"CHKD";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Commission (Generic)";"PMNT";"CNTR";"COMM";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Commission Excluding Taxes (Generic)";"PMNT";"CNTR";"COME";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Commission Including Taxes (Generic)";"PMNT";"CNTR";"COMI";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Credit Adjustments (Generic)";"PMNT";"CNTR";"CAJT";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Debit Adjustments (Generic)";"PMNT";"CNTR";"DAJT";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Fees (Generic)";"PMNT";"CNTR";"FEES";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Foreign Currencies Deposit";"PMNT";"CNTR";"FCDP";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Foreign Currencies Withdrawal";"PMNT";"CNTR";"FCWD";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Interests (Generic)";"PMNT";"CNTR";"INTR";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Miscellaneous Deposit";"PMNT";"CNTR";"MSCD";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Mixed Deposit";"PMNT";"CNTR";"MIXD";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Non Taxable Commissions (Generic)";"PMNT";"CNTR";"COMT";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Not Available";"PMNT";"CNTR";"NTAV";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Other";"PMNT";"CNTR";"OTHR";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Reimbursement (Generic)";"PMNT";"CNTR";"RIMB";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Taxes (Generic)";"PMNT";"CNTR";"TAXE";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Travellers Cheques Deposit";"PMNT";"CNTR";"TCDP";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Travellers Cheques Withdrawal";"PMNT";"CNTR";"TCWD";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Cash Deposit";"PMNT";"CCRD";"CDPT";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Cash Withdrawal";"PMNT";"CCRD";"CWDL";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Charges (Generic)";"PMNT";"CCRD";"CHRG";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Commission (Generic)";"PMNT";"CCRD";"COMM";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Commission Excluding Taxes (Generic)";"PMNT";"CCRD";"COME";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Commission Including Taxes (Generic)";"PMNT";"CCRD";"COMI";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Credit Adjustments (Generic)";"PMNT";"CCRD";"CAJT";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Credit Card Payment";"PMNT";"CCRD";"POSC";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Cross-Border Cash Withdrawal";"PMNT";"CCRD";"XBCW";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Cross-Border Credit Card Payment";"PMNT";"CCRD";"XBCP";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Debit Adjustments (Generic)";"PMNT";"CCRD";"DAJT";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Fees (Generic)";"PMNT";"CCRD";"FEES";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Interests (Generic)";"PMNT";"CCRD";"INTR";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Non Taxable Commissions (Generic)";"PMNT";"CCRD";"COMT";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Not Available";"PMNT";"CCRD";"NTAV";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Other";"PMNT";"CCRD";"OTHR";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Point-of-Sale (POS) Payment  - Debit Card";"PMNT";"CCRD";"POSD";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Reimbursement (Generic)";"PMNT";"CCRD";"RIMB";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Smart-Card Payment";"PMNT";"CCRD";"SMRT";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Taxes (Generic)";"PMNT";"CCRD";"TAXE";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Charges (Generic)";"PMNT";"DRFT";"CHRG";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Commission (Generic)";"PMNT";"DRFT";"COMM";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Commission Excluding Taxes (Generic)";"PMNT";"DRFT";"COME";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Commission Including Taxes (Generic)";"PMNT";"DRFT";"COMI";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Credit Adjustments (Generic)";"PMNT";"DRFT";"CAJT";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Debit Adjustments (Generic)";"PMNT";"DRFT";"DAJT";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Discounted Draft";"PMNT";"DRFT";"DDFT";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Dishonoured/Unpaid Draft";"PMNT";"DRFT";"UDFT";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Draft Maturity Change";"PMNT";"DRFT";"DMCG";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Fees (Generic)";"PMNT";"DRFT";"FEES";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Interests (Generic)";"PMNT";"DRFT";"INTR";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Non Taxable Commissions (Generic)";"PMNT";"DRFT";"COMT";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Not Available";"PMNT";"DRFT";"NTAV";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Other";"PMNT";"DRFT";"OTHR";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Reimbursement (Generic)";"PMNT";"DRFT";"RIMB";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Settlement At Maturity";"PMNT";"DRFT";"STAM";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Settlement Under Reserve";"PMNT";"DRFT";"STLR";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Taxes (Generic)";"PMNT";"DRFT";"TAXE";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"ACH Concentration";"PMNT";"ICCN";"ACON";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Branch Account Transfer";"PMNT";"ICCN";"BACT";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Charges (Generic)";"PMNT";"ICCN";"CHRG";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Commission (Generic)";"PMNT";"ICCN";"COMM";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Commission Excluding Taxes (Generic)";"PMNT";"ICCN";"COME";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Commission Including Taxes (Generic)";"PMNT";"ICCN";"COMI";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Corporate Own Account Transfer";"PMNT";"ICCN";"COAT";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Credit Adjustments (Generic)";"PMNT";"ICCN";"CAJT";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Cross-Border Intra Company Transfer";"PMNT";"ICCN";"XICT";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Debit Adjustments (Generic)";"PMNT";"ICCN";"DAJT";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Fees (Generic)";"PMNT";"ICCN";"FEES";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Financial Institution Own Account Transfer";"PMNT";"ICCN";"FIOA";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Interests (Generic)";"PMNT";"ICCN";"INTR";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Intra Company Transfer";"PMNT";"ICCN";"ICCT";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Non Taxable Commissions (Generic)";"PMNT";"ICCN";"COMT";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Not Available";"PMNT";"ICCN";"NTAV";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Other";"PMNT";"ICCN";"OTHR";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Reimbursement (Generic)";"PMNT";"ICCN";"RIMB";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Taxes (Generic)";"PMNT";"ICCN";"TAXE";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"ARP Debit";"PMNT";"ICHQ";"ARPD";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Bank Cheque";"PMNT";"ICHQ";"BCHQ";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Cash Letter";"PMNT";"ICHQ";"CASH";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Cash Letter Adjustment";"PMNT";"ICHQ";"CSHA";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Certified Customer Cheque";"PMNT";"ICHQ";"CCCH";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Charges (Generic)";"PMNT";"ICHQ";"CHRG";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Cheque";"PMNT";"ICHQ";"CCHQ";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Cheque Reversal";"PMNT";"ICHQ";"CQRV";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Cheque Under Reserve";"PMNT";"ICHQ";"URCQ";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Circular Cheque";"PMNT";"ICHQ";"CLCQ";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Commission (Generic)";"PMNT";"ICHQ";"COMM";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Commission Excluding Taxes (Generic)";"PMNT";"ICHQ";"COME";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Commission Including Taxes (Generic)";"PMNT";"ICHQ";"COMI";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Controlled Disbursement";"PMNT";"ICHQ";"CDIS";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Credit Adjustments (Generic)";"PMNT";"ICHQ";"CAJT";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Crossed Cheque";"PMNT";"ICHQ";"CRCQ";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Debit Adjustments (Generic)";"PMNT";"ICHQ";"DAJT";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Fees (Generic)";"PMNT";"ICHQ";"FEES";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Foreign Cheque";"PMNT";"ICHQ";"XBCQ";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Foreign Cheque Under Reserve";"PMNT";"ICHQ";"XRCQ";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Interests (Generic)";"PMNT";"ICHQ";"INTR";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Non Presented Circular Cheques";"PMNT";"ICHQ";"NPCC";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Non Taxable Commissions (Generic)";"PMNT";"ICHQ";"COMT";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Not Available";"PMNT";"ICHQ";"NTAV";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Open Cheque";"PMNT";"ICHQ";"OPCQ";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Order Cheque";"PMNT";"ICHQ";"ORCQ";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Other";"PMNT";"ICHQ";"OTHR";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Reimbursement (Generic)";"PMNT";"ICHQ";"RIMB";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Taxes (Generic)";"PMNT";"ICHQ";"TAXE";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Unpaid Cheque";"PMNT";"ICHQ";"UPCQ";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Unpaid Foreign Cheque";"PMNT";"ICHQ";"XPCQ";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"ACH Corporate Trade";"PMNT";"ICDT";"ACOR";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"ACH Credit";"PMNT";"ICDT";"ACDT";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"ACH Debit";"PMNT";"ICDT";"ADBT";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"ACH Pre-Authorised";"PMNT";"ICDT";"APAC";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"ACH Return";"PMNT";"ICDT";"ARET";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"ACH Reversal";"PMNT";"ICDT";"AREV";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"ACH Settlement";"PMNT";"ICDT";"ASET";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"ACH Transaction";"PMNT";"ICDT";"ATXN";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Automatic Transfer";"PMNT";"ICDT";"AUTT";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Charges (Generic)";"PMNT";"ICDT";"CHRG";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Commission (Generic)";"PMNT";"ICDT";"COMM";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Commission Excluding Taxes (Generic)";"PMNT";"ICDT";"COME";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Commission Including Taxes (Generic)";"PMNT";"ICDT";"COMI";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Credit Adjustments (Generic)";"PMNT";"ICDT";"CAJT";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Credit Transfer With Agreed Commercial Information";"PMNT";"ICDT";"VCOM";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Cross-Border Credit Transfer";"PMNT";"ICDT";"XBCT";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Cross-Border Payroll/Salary Payment";"PMNT";"ICDT";"XBSA";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Cross-Border Standing Order";"PMNT";"ICDT";"XBST";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Debit Adjustments (Generic)";"PMNT";"ICDT";"DAJT";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Domestic Credit Transfer";"PMNT";"ICDT";"DMCT";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Fees (Generic)";"PMNT";"ICDT";"FEES";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Financial Institution Credit Transfer";"PMNT";"ICDT";"FICT";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Interests (Generic)";"PMNT";"ICDT";"INTR";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Internal Book Transfer";"PMNT";"ICDT";"BOOK";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Non Taxable Commissions (Generic)";"PMNT";"ICDT";"COMT";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Nordic Payment Council Credit Transfer";"PMNT";"ICDT";"ENCT";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Not Available";"PMNT";"ICDT";"NTAV";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Other";"PMNT";"ICDT";"OTHR";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Payroll/Salary Payment";"PMNT";"ICDT";"SALA";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Priority Credit Transfer";"PMNT";"ICDT";"PRCT";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Reimbursement (Generic)";"PMNT";"ICDT";"RIMB";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Reversal Due To Payment Cancellation Request  ";"PMNT";"ICDT";"RPCR";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
